library,N,l2_error,max_error,rt_error
MKL,2993,3.556e-16,3.941e-16,1.030e-15
VectorFFT,2994,6.069e-16,6.720e-16,1.494e-15
MKL,2994,4.722e-16,4.862e-16,1.580e-15
VectorFFT,2995,5.769e-16,7.468e-16,1.688e-15
MKL,2995,4.720e-16,4.778e-16,1.985e-15
VectorFFT,2996,6.041e-16,9.785e-16,1.595e-15
MKL,2996,3.275e-16,4.514e-16,1.047e-15
VectorFFT,2997,5.654e-16,6.420e-16,1.490e-15
MKL,2997,3.576e-16,4.260e-16,1.083e-15
VectorFFT,2998,5.837e-16,6.226e-16,1.467e-15
MKL,2998,4.853e-16,4.514e-16,1.512e-15
VectorFFT,2999,5.898e-16,8.288e-16,1.373e-15
MKL,2999,4.800e-16,4.955e-16,1.628e-15
VectorFFT,3000,5.200e-16,6.372e-16,1.323e-15
MKL,3000,2.924e-16,3.126e-16,9.208e-16
VectorFFT,3001,9.232e-16,9.820e-16,2.369e-15
MKL,3001,4.957e-16,5.164e-16,1.967e-15
VectorFFT,3002,5.924e-16,8.090e-16,1.536e-15
MKL,3002,3.350e-16,4.090e-16,1.339e-15
VectorFFT,3003,5.515e-16,7.268e-16,1.464e-15
MKL,3003,3.932e-16,3.949e-16,1.374e-15
VectorFFT,3004,6.048e-16,8.611e-16,1.454e-15
MKL,3004,4.818e-16,5.395e-16,1.448e-15
VectorFFT,3005,5.927e-16,8.112e-16,1.552e-15
MKL,3005,4.772e-16,5.374e-16,1.509e-15
VectorFFT,3006,6.093e-16,8.236e-16,1.509e-15
MKL,3006,4.714e-16,5.055e-16,1.615e-15
VectorFFT,3007,6.154e-16,7.281e-16,1.529e-15
MKL,3007,4.939e-16,4.463e-16,1.692e-15
VectorFFT,3008,4.296e-16,4.673e-16,1.158e-15
MKL,3008,2.642e-16,3.583e-16,9.240e-16
VectorFFT,3009,6.087e-16,1.019e-15,1.432e-15
MKL,3009,5.115e-16,5.844e-16,1.718e-15
VectorFFT,3010,4.718e-16,6.290e-16,1.308e-15
MKL,3010,3.162e-16,3.449e-16,1.028e-15
VectorFFT,3011,5.919e-16,7.949e-16,1.466e-15
MKL,3011,4.743e-16,4.896e-16,1.594e-15
VectorFFT,3012,5.768e-16,7.944e-16,1.403e-15
MKL,3012,4.779e-16,5.138e-16,1.671e-15
VectorFFT,3013,6.043e-16,7.451e-16,1.468e-15
MKL,3013,4.803e-16,5.373e-16,1.753e-15
VectorFFT,3014,5.802e-16,8.005e-16,1.347e-15
MKL,3014,3.543e-16,4.794e-16,1.102e-15
VectorFFT,3015,5.925e-16,8.101e-16,1.543e-15
MKL,3015,3.435e-16,4.045e-16,1.377e-15
VectorFFT,3016,5.889e-16,5.952e-16,1.888e-15
MKL,3016,2.754e-16,2.377e-16,8.799e-16
VectorFFT,3017,5.940e-16,7.738e-16,1.389e-15
MKL,3017,4.964e-16,4.836e-16,1.791e-15
VectorFFT,3018,5.885e-16,6.681e-16,1.433e-15
MKL,3018,4.837e-16,5.540e-16,1.631e-15
VectorFFT,3019,5.930e-16,8.351e-16,1.612e-15
MKL,3019,4.987e-16,5.235e-16,1.744e-15
VectorFFT,3020,6.032e-16,6.051e-16,1.467e-15
MKL,3020,4.805e-16,5.357e-16,1.696e-15
VectorFFT,3021,6.221e-16,8.111e-16,1.429e-15
MKL,3021,3.687e-16,3.924e-16,1.253e-15
VectorFFT,3022,5.877e-16,7.662e-16,1.532e-15
MKL,3022,4.750e-16,4.849e-16,1.546e-15
VectorFFT,3023,5.991e-16,8.446e-16,1.492e-15
MKL,3023,4.993e-16,5.900e-16,1.623e-15
VectorFFT,3024,3.955e-16,3.806e-16,1.370e-15
MKL,3024,2.697e-16,2.693e-16,7.952e-16
VectorFFT,3025,6.461e-16,8.785e-16,2.099e-15
MKL,3025,4.526e-16,5.157e-16,1.321e-15
VectorFFT,3026,5.906e-16,8.947e-16,1.409e-15
MKL,3026,3.324e-16,4.510e-16,1.481e-15
VectorFFT,3027,6.033e-16,8.425e-16,1.447e-15
MKL,3027,4.835e-16,5.165e-16,1.876e-15
VectorFFT,3028,6.057e-16,8.188e-16,1.689e-15
MKL,3028,4.812e-16,5.953e-16,1.576e-15
VectorFFT,3029,6.077e-16,6.862e-16,1.427e-15
MKL,3029,5.153e-16,4.866e-16,1.938e-15
VectorFFT,3030,5.748e-16,7.244e-16,1.405e-15
MKL,3030,3.294e-16,4.856e-16,1.032e-15
VectorFFT,3031,6.018e-16,8.054e-16,1.401e-15
MKL,3031,5.209e-16,5.702e-16,1.708e-15
VectorFFT,3032,5.942e-16,8.040e-16,1.527e-15
MKL,3032,4.884e-16,4.632e-16,1.605e-15
VectorFFT,3033,5.867e-16,9.852e-16,1.373e-15
MKL,3033,4.731e-16,5.765e-16,1.637e-15
VectorFFT,3034,1.488e-15,2.906e-15,6.441e-15
MKL,3034,3.224e-16,4.142e-16,1.098e-15
VectorFFT,3035,6.036e-16,9.543e-16,1.546e-15
MKL,3035,4.951e-16,5.598e-16,1.489e-15
VectorFFT,3036,5.015e-16,6.345e-16,1.553e-15
MKL,3036,2.660e-16,3.397e-16,7.881e-16
VectorFFT,3037,9.930e-16,1.154e-15,4.668e-15
MKL,3037,4.695e-16,4.908e-16,1.678e-15
VectorFFT,3038,5.948e-16,6.661e-16,1.804e-15
MKL,3038,3.459e-16,3.730e-16,1.187e-15
VectorFFT,3039,5.909e-16,7.625e-16,1.442e-15
MKL,3039,4.899e-16,6.193e-16,1.701e-15
VectorFFT,3040,4.399e-16,4.751e-16,1.109e-15
MKL,3040,2.763e-16,2.793e-16,8.914e-16
VectorFFT,3041,8.011e-16,9.411e-16,2.214e-15
MKL,3041,5.098e-16,5.471e-16,1.724e-15
VectorFFT,3042,7.821e-16,1.077e-15,2.493e-15
MKL,3042,3.243e-16,3.835e-16,1.002e-15
VectorFFT,3043,5.909e-16,7.565e-16,1.493e-15
MKL,3043,4.804e-16,4.867e-16,1.489e-15
VectorFFT,3044,5.919e-16,6.145e-16,1.587e-15
MKL,3044,4.665e-16,3.686e-16,1.656e-15
VectorFFT,3045,5.899e-16,7.220e-16,1.813e-15
MKL,3045,4.449e-16,4.799e-16,1.288e-15
VectorFFT,3046,6.058e-16,1.069e-15,1.508e-15
MKL,3046,4.851e-16,5.240e-16,1.579e-15
VectorFFT,3047,5.810e-16,8.109e-16,1.507e-15
MKL,3047,4.867e-16,4.848e-16,1.604e-15
VectorFFT,3048,5.779e-16,6.868e-16,1.505e-15
MKL,3048,3.312e-16,4.590e-16,1.117e-15
VectorFFT,3049,5.972e-16,8.170e-16,1.634e-15
MKL,3049,4.803e-16,5.276e-16,1.592e-15
VectorFFT,3050,6.228e-16,9.198e-16,1.560e-15
MKL,3050,3.145e-16,3.939e-16,1.022e-15
VectorFFT,3051,5.972e-16,7.739e-16,1.445e-15
MKL,3051,4.904e-16,3.748e-16,1.524e-15
VectorFFT,3052,5.865e-16,7.651e-16,1.628e-15
MKL,3052,3.248e-16,3.749e-16,1.128e-15
VectorFFT,3053,6.164e-16,1.185e-15,1.359e-15
MKL,3053,4.469e-16,5.693e-16,1.409e-15
VectorFFT,3054,5.937e-16,8.970e-16,1.392e-15
MKL,3054,4.718e-16,5.004e-16,1.646e-15
VectorFFT,3055,5.481e-16,6.357e-16,1.662e-15
MKL,3055,3.498e-16,3.823e-16,1.036e-15
VectorFFT,3056,5.892e-16,1.006e-15,1.335e-15
MKL,3056,4.693e-16,5.605e-16,1.476e-15
VectorFFT,3057,5.923e-16,7.133e-16,1.827e-15
MKL,3057,4.979e-16,5.958e-16,1.532e-15
VectorFFT,3058,5.826e-16,8.391e-16,1.629e-15
MKL,3058,3.489e-16,5.710e-16,1.143e-15
VectorFFT,3059,5.703e-16,7.422e-16,1.820e-15
MKL,3059,3.184e-16,3.184e-16,1.011e-15
VectorFFT,3060,6.062e-16,6.146e-16,1.508e-15
MKL,3060,2.750e-16,2.743e-16,9.951e-16
VectorFFT,3061,1.034e-15,1.020e-15,3.507e-15
MKL,3061,4.995e-16,4.685e-16,1.585e-15
VectorFFT,3062,6.011e-16,6.879e-16,1.479e-15
MKL,3062,4.739e-16,4.534e-16,1.566e-15
VectorFFT,3063,5.983e-16,8.024e-16,1.744e-15
MKL,3063,4.740e-16,4.202e-16,1.608e-15
VectorFFT,3064,5.863e-16,7.342e-16,1.446e-15
MKL,3064,4.739e-16,6.192e-16,1.423e-15
VectorFFT,3065,5.991e-16,7.784e-16,1.693e-15
MKL,3065,4.974e-16,5.357e-16,1.972e-15
VectorFFT,3066,5.922e-16,7.930e-16,1.613e-15
MKL,3066,3.054e-16,5.148e-16,9.824e-16
VectorFFT,3067,5.976e-16,7.380e-16,1.534e-15
MKL,3067,4.725e-16,4.239e-16,1.558e-15
VectorFFT,3068,5.958e-16,7.772e-16,1.624e-15
MKL,3068,3.072e-16,3.917e-16,9.941e-16
VectorFFT,3069,5.428e-16,6.167e-16,1.373e-15
MKL,3069,5.489e-16,5.171e-16,1.885e-15
VectorFFT,3070,6.066e-16,8.827e-16,1.522e-15
MKL,3070,4.904e-16,6.270e-16,1.882e-15
VectorFFT,3071,5.921e-16,7.445e-16,1.362e-15
MKL,3071,4.316e-16,3.944e-16,1.376e-15
VectorFFT,3072,3.073e-16,3.799e-16,9.938e-16
MKL,3072,2.359e-16,2.727e-16,7.814e-16
VectorFFT,3073,6.109e-16,7.262e-16,1.416e-15
MKL,3073,5.066e-16,4.609e-16,1.794e-15
VectorFFT,3074,5.970e-16,7.003e-16,1.470e-15
MKL,3074,3.883e-16,3.801e-16,1.187e-15
VectorFFT,3075,4.916e-16,7.396e-16,1.195e-15
MKL,3075,3.787e-16,4.785e-16,1.035e-15
VectorFFT,3076,5.795e-16,7.587e-16,1.355e-15
MKL,3076,5.014e-16,6.540e-16,1.559e-15
VectorFFT,3077,6.007e-16,8.881e-16,1.440e-15
MKL,3077,5.129e-16,5.217e-16,1.975e-15
VectorFFT,3078,5.899e-16,6.542e-16,1.719e-15
MKL,3078,3.143e-16,3.613e-16,1.124e-15
VectorFFT,3079,5.922e-16,8.592e-16,1.499e-15
MKL,3079,5.046e-16,6.274e-16,1.612e-15
VectorFFT,3080,4.900e-16,7.056e-16,1.911e-15
MKL,3080,2.775e-16,3.506e-16,8.780e-16
VectorFFT,3081,6.024e-16,6.554e-16,1.374e-15
MKL,3081,3.407e-16,3.303e-16,1.061e-15
VectorFFT,3082,6.122e-16,8.905e-16,1.422e-15
MKL,3082,3.080e-16,3.669e-16,9.994e-16
VectorFFT,3083,5.975e-16,7.848e-16,1.675e-15
MKL,3083,4.931e-16,4.689e-16,1.543e-15
VectorFFT,3084,5.727e-16,9.075e-16,1.407e-15
MKL,3084,4.991e-16,5.635e-16,1.735e-15
VectorFFT,3085,6.074e-16,9.051e-16,1.403e-15
MKL,3085,4.963e-16,5.194e-16,1.629e-15
VectorFFT,3086,5.780e-16,6.636e-16,1.563e-15
MKL,3086,5.106e-16,6.276e-16,1.739e-15
VectorFFT,3087,4.753e-16,4.998e-16,1.192e-15
MKL,3087,3.266e-16,4.234e-16,9.235e-16
VectorFFT,3088,5.957e-16,9.038e-16,1.865e-15
MKL,3088,4.949e-16,5.331e-16,1.530e-15
VectorFFT,3089,6.121e-16,8.468e-16,1.448e-15
MKL,3089,5.578e-16,6.660e-16,2.074e-15
VectorFFT,3090,5.885e-16,7.480e-16,1.574e-15
MKL,3090,3.299e-16,4.489e-16,1.124e-15
VectorFFT,3091,5.866e-16,8.202e-16,1.435e-15
MKL,3091,5.346e-16,5.462e-16,1.926e-15
VectorFFT,3092,6.051e-16,9.633e-16,1.584e-15
MKL,3092,4.985e-16,4.883e-16,1.591e-15
VectorFFT,3093,5.894e-16,9.688e-16,1.747e-15
MKL,3093,5.080e-16,5.928e-16,1.610e-15
VectorFFT,3094,9.081e-16,1.647e-15,3.514e-15
MKL,3094,3.501e-16,3.671e-16,1.237e-15
VectorFFT,3095,5.872e-16,7.144e-16,1.551e-15
MKL,3095,5.247e-16,5.085e-16,1.821e-15
VectorFFT,3096,5.783e-16,6.407e-16,1.379e-15
MKL,3096,2.695e-16,3.884e-16,7.992e-16
VectorFFT,3097,6.109e-16,9.186e-16,1.391e-15
MKL,3097,5.191e-16,5.748e-16,1.722e-15
VectorFFT,3098,5.987e-16,7.936e-16,1.420e-15
MKL,3098,5.150e-16,4.767e-16,1.722e-15
VectorFFT,3099,6.088e-16,8.585e-16,1.451e-15
MKL,3099,5.259e-16,5.506e-16,1.813e-15
VectorFFT,3100,5.017e-16,4.877e-16,1.625e-15
MKL,3100,2.893e-16,3.242e-16,9.261e-16
VectorFFT,3101,6.080e-16,8.673e-16,1.520e-15
MKL,3101,4.991e-16,4.475e-16,1.592e-15
VectorFFT,3102,6.296e-16,7.862e-16,2.501e-15
MKL,3102,2.876e-16,3.200e-16,1.053e-15
VectorFFT,3103,5.941e-16,7.628e-16,1.499e-15
MKL,3103,5.060e-16,5.450e-16,1.746e-15
VectorFFT,3104,5.928e-16,6.800e-16,1.793e-15
MKL,3104,3.102e-16,3.383e-16,1.009e-15
VectorFFT,3105,5.768e-16,6.265e-16,1.528e-15
MKL,3105,4.116e-16,4.693e-16,1.501e-15
VectorFFT,3106,5.951e-16,9.307e-16,1.371e-15
MKL,3106,5.097e-16,6.491e-16,1.592e-15
VectorFFT,3107,6.002e-16,7.456e-16,1.494e-15
MKL,3107,5.063e-16,5.721e-16,1.359e-15
VectorFFT,3108,5.195e-16,4.715e-16,1.301e-15
MKL,3108,2.787e-16,2.705e-16,9.959e-16
VectorFFT,3109,6.125e-16,8.585e-16,1.567e-15
MKL,3109,4.958e-16,4.544e-16,1.576e-15
VectorFFT,3110,5.999e-16,8.199e-16,1.583e-15
MKL,3110,4.939e-16,5.010e-16,1.535e-15
VectorFFT,3111,5.973e-16,8.814e-16,1.323e-15
MKL,3111,5.467e-16,6.198e-16,2.021e-15
VectorFFT,3112,5.962e-16,7.280e-16,1.480e-15
MKL,3112,5.042e-16,4.826e-16,1.604e-15
VectorFFT,3113,5.723e-16,8.251e-16,1.435e-15
MKL,3113,4.973e-16,5.060e-16,1.682e-15
VectorFFT,3114,6.032e-16,7.367e-16,1.474e-15
MKL,3114,4.981e-16,4.218e-16,1.734e-15
VectorFFT,3115,6.234e-16,8.018e-16,1.504e-15
MKL,3115,4.760e-16,4.938e-16,1.642e-15
VectorFFT,3116,4.629e-16,4.598e-16,1.313e-15
MKL,3116,2.871e-16,3.005e-16,1.203e-15
VectorFFT,3117,6.048e-16,9.078e-16,1.327e-15
MKL,3117,5.014e-16,4.749e-16,1.754e-15
VectorFFT,3118,5.896e-16,5.513e-16,1.639e-15
MKL,3118,5.060e-16,4.042e-16,1.536e-15
VectorFFT,3119,5.984e-16,7.164e-16,1.815e-15
MKL,3119,5.154e-16,5.146e-16,1.664e-15
VectorFFT,3120,5.659e-16,6.485e-16,1.344e-15
MKL,3120,2.716e-16,3.244e-16,9.553e-16
VectorFFT,3121,9.225e-16,1.046e-15,2.954e-15
MKL,3121,4.970e-16,4.699e-16,1.587e-15
VectorFFT,3122,5.925e-16,6.091e-16,1.613e-15
MKL,3122,5.062e-16,4.767e-16,1.782e-15
VectorFFT,3123,6.121e-16,8.828e-16,1.454e-15
MKL,3123,5.016e-16,4.933e-16,1.665e-15
VectorFFT,3124,5.877e-16,7.341e-16,1.460e-15
MKL,3124,2.887e-16,3.996e-16,9.655e-16
VectorFFT,3125,5.347e-16,8.496e-16,1.836e-15
MKL,3125,6.005e-16,7.856e-16,1.437e-15
VectorFFT,3126,5.918e-16,7.984e-16,1.641e-15
MKL,3126,4.993e-16,4.836e-16,1.559e-15
VectorFFT,3127,5.941e-16,8.005e-16,1.384e-15
MKL,3127,4.993e-16,5.548e-16,1.755e-15
VectorFFT,3128,5.515e-16,6.133e-16,1.532e-15
MKL,3128,2.568e-16,2.948e-16,1.044e-15
VectorFFT,3129,6.090e-16,9.094e-16,1.388e-15
MKL,3129,5.037e-16,5.477e-16,1.544e-15
VectorFFT,3130,6.193e-16,8.320e-16,1.489e-15
MKL,3130,5.025e-16,5.177e-16,1.462e-15
VectorFFT,3131,6.011e-16,9.966e-16,1.618e-15
MKL,3131,5.047e-16,5.931e-16,1.622e-15
VectorFFT,3132,5.724e-16,7.182e-16,1.732e-15
MKL,3132,2.743e-16,4.241e-16,8.572e-16
VectorFFT,3133,6.109e-16,8.129e-16,1.469e-15
MKL,3133,5.040e-16,3.984e-16,1.452e-15
VectorFFT,3134,6.065e-16,9.180e-16,1.632e-15
MKL,3134,5.023e-16,4.874e-16,1.646e-15
VectorFFT,3135,5.205e-16,5.585e-16,1.352e-15
MKL,3135,4.215e-16,4.895e-16,1.235e-15
VectorFFT,3136,3.292e-16,4.255e-16,9.766e-16
MKL,3136,2.613e-16,2.958e-16,8.070e-16
VectorFFT,3137,6.373e-16,7.952e-16,4.342e-15
MKL,3137,5.132e-16,5.595e-16,1.512e-15
VectorFFT,3138,5.833e-16,6.780e-16,1.406e-15
MKL,3138,5.015e-16,4.803e-16,1.525e-15
VectorFFT,3139,5.924e-16,7.692e-16,1.421e-15
MKL,3139,5.602e-16,4.698e-16,2.474e-15
VectorFFT,3140,6.007e-16,9.655e-16,1.476e-15
MKL,3140,5.103e-16,5.823e-16,1.709e-15
VectorFFT,3141,5.960e-16,7.089e-16,1.323e-15
MKL,3141,5.050e-16,5.543e-16,1.527e-15
VectorFFT,3142,5.880e-16,7.645e-16,1.317e-15
MKL,3142,5.040e-16,5.784e-16,1.850e-15
VectorFFT,3143,6.024e-16,7.561e-16,1.371e-15
MKL,3143,5.095e-16,5.672e-16,1.686e-15
VectorFFT,3144,5.934e-16,8.514e-16,1.512e-15
MKL,3144,3.448e-16,4.864e-16,1.380e-15
VectorFFT,3145,5.414e-16,5.015e-16,1.483e-15
MKL,3145,4.111e-16,3.482e-16,1.271e-15
VectorFFT,3146,7.298e-16,1.042e-15,3.222e-15
MKL,3146,2.929e-16,3.531e-16,9.355e-16
VectorFFT,3147,5.944e-16,7.555e-16,1.574e-15
MKL,3147,5.396e-16,5.895e-16,1.886e-15
VectorFFT,3148,5.895e-16,8.578e-16,1.616e-15
MKL,3148,5.035e-16,5.682e-16,1.567e-15
VectorFFT,3149,6.004e-16,7.298e-16,1.609e-15
MKL,3149,4.592e-16,4.793e-16,1.706e-15
VectorFFT,3150,5.226e-16,6.966e-16,1.301e-15
MKL,3150,3.527e-16,3.872e-16,1.066e-15
VectorFFT,3151,6.052e-16,6.419e-16,1.516e-15
MKL,3151,5.210e-16,4.922e-16,1.700e-15
VectorFFT,3152,6.130e-16,8.692e-16,1.287e-15
MKL,3152,5.183e-16,5.503e-16,1.636e-15
VectorFFT,3153,5.946e-16,7.967e-16,1.561e-15
MKL,3153,5.053e-16,4.987e-16,1.642e-15
VectorFFT,3154,6.083e-16,6.509e-16,1.652e-15
MKL,3154,3.210e-16,3.592e-16,1.222e-15
VectorFFT,3155,5.959e-16,8.462e-16,1.470e-15
MKL,3155,5.220e-16,6.122e-16,1.611e-15
VectorFFT,3156,5.953e-16,8.196e-16,1.440e-15
MKL,3156,5.008e-16,5.326e-16,1.772e-15
VectorFFT,3157,4.479e-16,5.110e-16,1.169e-15
MKL,3157,3.302e-16,3.699e-16,1.110e-15
VectorFFT,3158,5.996e-16,1.081e-15,1.527e-15
MKL,3158,4.947e-16,5.035e-16,1.845e-15
VectorFFT,3159,6.264e-16,7.428e-16,1.901e-15
MKL,3159,5.251e-16,7.503e-16,1.655e-15
VectorFFT,3160,5.850e-16,8.020e-16,1.491e-15
MKL,3160,2.987e-16,3.079e-16,1.104e-15
VectorFFT,3161,6.078e-16,8.113e-16,1.461e-15
MKL,3161,5.321e-16,6.105e-16,2.028e-15
VectorFFT,3162,8.287e-16,8.649e-16,2.836e-15
MKL,3162,3.633e-16,3.392e-16,1.147e-15
VectorFFT,3163,5.974e-16,7.670e-16,1.282e-15
MKL,3163,5.118e-16,5.919e-16,1.508e-15
VectorFFT,3164,5.958e-16,8.320e-16,1.530e-15
MKL,3164,3.301e-16,4.349e-16,1.220e-15
VectorFFT,3165,6.001e-16,7.849e-16,1.553e-15
MKL,3165,5.030e-16,5.408e-16,1.610e-15
VectorFFT,3166,5.899e-16,7.131e-16,1.492e-15
MKL,3166,5.140e-16,4.917e-16,1.615e-15
VectorFFT,3167,5.916e-16,7.075e-16,1.355e-15
MKL,3167,5.133e-16,4.601e-16,1.654e-15
VectorFFT,3168,4.669e-16,4.955e-16,1.123e-15
MKL,3168,2.488e-16,2.390e-16,8.393e-16
VectorFFT,3169,8.522e-16,1.059e-15,3.061e-15
MKL,3169,5.218e-16,5.368e-16,1.864e-15
VectorFFT,3170,6.149e-16,7.231e-16,1.547e-15
MKL,3170,5.033e-16,5.635e-16,1.713e-15
VectorFFT,3171,5.960e-16,6.499e-16,1.540e-15
MKL,3171,5.069e-16,4.683e-16,1.571e-15
VectorFFT,3172,5.980e-16,8.596e-16,1.518e-15
MKL,3172,2.938e-16,3.160e-16,1.070e-15
VectorFFT,3173,6.176e-16,7.695e-16,1.651e-15
MKL,3173,5.061e-16,4.910e-16,1.719e-15
VectorFFT,3174,5.833e-16,6.665e-16,1.539e-15
MKL,3174,3.051e-16,3.898e-16,1.084e-15
VectorFFT,3175,5.776e-16,8.181e-16,1.306e-15
MKL,3175,5.166e-16,5.662e-16,1.661e-15
VectorFFT,3176,6.144e-16,7.557e-16,1.511e-15
MKL,3176,5.119e-16,5.494e-16,1.833e-15
VectorFFT,3177,6.106e-16,8.999e-16,1.480e-15
MKL,3177,5.093e-16,5.461e-16,1.681e-15
VectorFFT,3178,6.036e-16,7.717e-16,1.542e-15
MKL,3178,5.071e-16,4.937e-16,1.949e-15
VectorFFT,3179,7.605e-16,8.583e-16,2.758e-15
MKL,3179,2.978e-16,4.312e-16,9.269e-16
VectorFFT,3180,6.053e-16,7.940e-16,1.820e-15
MKL,3180,3.173e-16,4.393e-16,1.004e-15
VectorFFT,3181,6.110e-16,7.668e-16,1.960e-15
MKL,3181,5.358e-16,5.791e-16,1.975e-15
VectorFFT,3182,1.417e-15,3.016e-15,6.252e-15
MKL,3182,3.125e-16,3.432e-16,1.027e-15
VectorFFT,3183,5.981e-16,7.525e-16,1.546e-15
MKL,3183,5.308e-16,5.487e-16,1.829e-15
VectorFFT,3184,5.929e-16,6.566e-16,1.504e-15
MKL,3184,4.976e-16,5.131e-16,1.558e-15
VectorFFT,3185,5.587e-16,6.577e-16,1.905e-15
MKL,3185,3.668e-16,4.119e-16,1.152e-15
VectorFFT,3186,5.939e-16,7.667e-16,1.496e-15
MKL,3186,3.283e-16,4.039e-16,1.035e-15
VectorFFT,3187,6.143e-16,7.173e-16,1.792e-15
MKL,3187,5.118e-16,4.513e-16,1.512e-15
VectorFFT,3188,6.013e-16,7.572e-16,1.472e-15
MKL,3188,5.065e-16,5.223e-16,1.424e-15
VectorFFT,3189,6.092e-16,8.956e-16,1.588e-15
MKL,3189,5.252e-16,5.755e-16,1.856e-15
VectorFFT,3190,4.766e-16,5.122e-16,1.129e-15
MKL,3190,3.929e-16,5.146e-16,1.417e-15
VectorFFT,3191,5.970e-16,8.843e-16,1.695e-15
MKL,3191,5.227e-16,5.677e-16,1.640e-15
VectorFFT,3192,4.740e-16,6.498e-16,1.453e-15
MKL,3192,2.633e-16,3.160e-16,9.240e-16
VectorFFT,3193,6.020e-16,6.300e-16,1.514e-15
MKL,3193,5.228e-16,4.666e-16,1.721e-15
VectorFFT,3194,6.105e-16,1.127e-15,1.425e-15
MKL,3194,5.016e-16,5.558e-16,1.524e-15
VectorFFT,3195,6.196e-16,7.979e-16,1.579e-15
MKL,3195,4.188e-16,3.706e-16,1.553e-15
VectorFFT,3196,6.679e-16,7.714e-16,2.180e-15
MKL,3196,2.782e-16,3.085e-16,9.381e-16
VectorFFT,3197,6.097e-16,8.564e-16,1.553e-15
MKL,3197,4.998e-16,5.291e-16,1.622e-15
VectorFFT,3198,5.806e-16,6.836e-16,1.464e-15
MKL,3198,2.813e-16,3.162e-16,9.656e-16
VectorFFT,3199,5.852e-16,7.524e-16,1.597e-15
MKL,3199,5.092e-16,5.240e-16,1.685e-15
VectorFFT,3200,3.153e-16,4.286e-16,1.132e-15
MKL,3200,2.715e-16,2.611e-16,7.911e-16
VectorFFT,3201,5.945e-16,7.842e-16,1.536e-15
MKL,3201,4.750e-16,4.584e-16,1.751e-15
VectorFFT,3202,5.914e-16,6.531e-16,1.601e-15
MKL,3202,4.805e-16,5.637e-16,1.854e-15
VectorFFT,3203,6.009e-16,8.144e-16,1.306e-15
MKL,3203,4.950e-16,4.788e-16,1.614e-15
VectorFFT,3204,6.104e-16,9.007e-16,1.507e-15
MKL,3204,3.194e-16,4.208e-16,1.071e-15
VectorFFT,3205,6.106e-16,6.545e-16,1.626e-15
MKL,3205,5.245e-16,5.965e-16,1.966e-15
VectorFFT,3206,6.158e-16,1.159e-15,1.607e-15
MKL,3206,4.835e-16,6.027e-16,1.704e-15
VectorFFT,3207,5.954e-16,8.562e-16,1.519e-15
MKL,3207,4.785e-16,5.448e-16,1.803e-15
VectorFFT,3208,6.019e-16,7.712e-16,1.447e-15
MKL,3208,4.941e-16,6.789e-16,1.607e-15
VectorFFT,3209,6.155e-16,8.176e-16,1.601e-15
MKL,3209,4.828e-16,5.910e-16,1.633e-15
VectorFFT,3210,6.129e-16,7.404e-16,1.522e-15
MKL,3210,3.337e-16,4.065e-16,1.129e-15
VectorFFT,3211,7.723e-16,1.079e-15,2.801e-15
MKL,3211,4.216e-16,4.509e-16,1.248e-15
VectorFFT,3212,5.676e-16,7.986e-16,1.566e-15
MKL,3212,2.922e-16,3.480e-16,1.131e-15
VectorFFT,3213,5.883e-16,6.345e-16,1.427e-15
MKL,3213,6.069e-16,6.958e-16,1.870e-15
VectorFFT,3214,6.101e-16,9.755e-16,1.763e-15
MKL,3214,4.773e-16,5.381e-16,1.687e-15
VectorFFT,3215,5.979e-16,7.908e-16,1.774e-15
MKL,3215,4.852e-16,4.822e-16,1.643e-15
VectorFFT,3216,5.985e-16,7.657e-16,1.537e-15
MKL,3216,2.856e-16,3.716e-16,9.910e-16
VectorFFT,3217,6.051e-16,8.534e-16,1.612e-15
MKL,3217,4.726e-16,6.345e-16,1.562e-15
VectorFFT,3218,6.255e-16,8.439e-16,1.517e-15
MKL,3218,4.718e-16,4.919e-16,1.650e-15
VectorFFT,3219,1.582e-15,2.381e-15,7.555e-15
MKL,3219,3.300e-16,3.502e-16,1.078e-15
VectorFFT,3220,4.932e-16,5.251e-16,1.454e-15
MKL,3220,2.722e-16,2.867e-16,9.808e-16
VectorFFT,3221,6.122e-16,7.063e-16,1.446e-15
MKL,3221,4.864e-16,5.510e-16,1.649e-15
VectorFFT,3222,6.163e-16,9.217e-16,1.646e-15
MKL,3222,4.806e-16,4.870e-16,1.761e-15
VectorFFT,3223,5.871e-16,7.034e-16,1.470e-15
MKL,3223,4.902e-16,5.635e-16,1.710e-15
VectorFFT,3224,5.601e-16,7.247e-16,1.519e-15
MKL,3224,2.687e-16,2.850e-16,7.907e-16
VectorFFT,3225,5.267e-16,5.650e-16,1.241e-15
MKL,3225,3.447e-16,3.912e-16,1.093e-15
VectorFFT,3226,6.071e-16,9.023e-16,1.538e-15
MKL,3226,4.905e-16,5.676e-16,2.052e-15
VectorFFT,3227,6.032e-16,7.382e-16,1.396e-15
MKL,3227,4.909e-16,5.006e-16,1.721e-15
VectorFFT,3228,5.893e-16,7.642e-16,1.448e-15
MKL,3228,4.751e-16,5.169e-16,1.730e-15
VectorFFT,3229,6.035e-16,8.836e-16,1.331e-15
MKL,3229,4.853e-16,5.566e-16,1.609e-15
